Date : 2022-05-08 23:12:16
Directory : c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations
Total : 4402 files,  1243208 codes, 566165 comments, 242171 blanks, all 2051544 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\scrolledtext.py                                                             | Python           |         29 |         14 |         14 |         57 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\simpledialog.py                                                             | Python           |        290 |         37 |        103 |        430 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\test\__init__.py                                                            | Python           |          0 |          0 |          1 |          1 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\test\runtktests.py                                                          | Python           |         42 |         17 |         11 |         70 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\test\support.py                                                             | Python           |         97 |          4 |         17 |        118 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\test\test_tkinter\__init__.py                                               | Python           |          0 |          0 |          1 |          1 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\test\test_tkinter\test_font.py                                              | Python           |         91 |          0 |         16 |        107 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\test\test_tkinter\test_geometry_managers.py                                 | Python           |        831 |          2 |         74 |        907 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\test\test_tkinter\test_images.py                                            | Python           |        282 |          0 |         55 |        337 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\test\test_tkinter\test_loadtk.py                                            | Python           |         31 |          7 |          9 |         47 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\test\test_tkinter\test_misc.py                                              | Python           |        145 |         11 |         30 |        186 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\test\test_tkinter\test_text.py                                              | Python           |         32 |          4 |         12 |         48 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\test\test_tkinter\test_variables.py                                         | Python           |        247 |          3 |         61 |        311 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\test\test_tkinter\test_widgets.py                                           | Python           |      1,091 |          2 |        213 |      1,306 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\test\test_ttk\__init__.py                                                   | Python           |          0 |          0 |          1 |          1 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\test\test_ttk\test_extensions.py                                            | Python           |        237 |         35 |         52 |        324 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\test\test_ttk\test_functions.py                                             | Python           |        303 |         62 |         97 |        462 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\test\test_ttk\test_style.py                                                 | Python           |         63 |          5 |         25 |         93 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\test\test_ttk\test_widgets.py                                               | Python           |      1,375 |        107 |        389 |      1,871 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\test\widget_tests.py                                                        | Python           |        443 |          9 |         92 |        544 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\tix.py                                                                      | Python           |      1,055 |        552 |        340 |      1,947 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tkinter\ttk.py                                                                      | Python           |        575 |        776 |        311 |      1,662 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\token.py                                                                            | Python           |        125 |          4 |          8 |        137 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tokenize.py                                                                         | Python           |        462 |        147 |         74 |        683 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\trace.py                                                                            | Python           |        511 |        160 |         86 |        757 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\traceback.py                                                                        | Python           |        311 |        234 |         70 |        615 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tracemalloc.py                                                                      | Python           |        376 |         64 |         95 |        535 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\tty.py                                                                              | Python           |         25 |          5 |          7 |         37 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtle.py                                                                           | Python           |      1,959 |      1,889 |        292 |      4,140 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\__init__.py                                                              | Python           |          0 |         14 |          1 |         15 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\__main__.py                                                              | Python           |        248 |         90 |         49 |        387 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\bytedesign.py                                                            | Python           |        123 |         25 |         14 |        162 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\chaos.py                                                                 | Python           |         42 |          5 |         13 |         60 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\clock.py                                                                 | Python           |        109 |         13 |         11 |        133 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\colormixer.py                                                            | Python           |         48 |          1 |         10 |         59 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\forest.py                                                                | Python           |         80 |         16 |         13 |        109 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\fractalcurves.py                                                         | Python           |         93 |         31 |         15 |        139 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\lindenmayer.py                                                           | Python           |         67 |         32 |         21 |        120 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\minimal_hanoi.py                                                         | Python           |         52 |         21 |          7 |         80 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\nim.py                                                                   | Python           |        181 |         10 |         36 |        227 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\paint.py                                                                 | Python           |         29 |         21 |          5 |         55 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\peace.py                                                                 | Python           |         43 |         10 |          9 |         62 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\penrose.py                                                               | Python           |        143 |         18 |         15 |        176 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\planet_and_moon.py                                                       | Python           |         82 |         21 |          9 |        112 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\rosette.py                                                               | Python           |         39 |         18 |          9 |         66 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\round_dance.py                                                           | Python           |         56 |         26 |          5 |         87 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\sorting_animate.py                                                       | Python           |        156 |         19 |         30 |        205 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\tree.py                                                                  | Python           |         36 |         22 |          5 |         63 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\turtle.cfg                                                               | Properties       |          9 |          0 |          2 |         11 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\two_canvases.py                                                          | Python           |         36 |          7 |         12 |         55 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\turtledemo\yinyang.py                                                               | Python           |         33 |         12 |          5 |         50 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\types.py                                                                            | Python           |        202 |         56 |         39 |        297 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\typing.py                                                                           | Python           |      1,111 |        635 |        265 |      2,011 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\__init__.py                                                                | Python           |         23 |         51 |          7 |         81 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\__main__.py                                                                | Python           |          9 |          5 |          5 |         19 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\async_case.py                                                              | Python           |        100 |         37 |         24 |        161 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\case.py                                                                    | Python           |        934 |        385 |        200 |      1,519 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\loader.py                                                                  | Python           |        359 |        107 |         52 |        518 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\main.py                                                                    | Python           |        202 |         41 |         33 |        276 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\mock.py                                                                    | Python           |      1,815 |        578 |        481 |      2,874 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\result.py                                                                  | Python           |        143 |         42 |         32 |        217 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\runner.py                                                                  | Python           |        172 |         22 |         28 |        222 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\signals.py                                                                 | Python           |         54 |          5 |         13 |         72 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\suite.py                                                                   | Python           |        271 |         31 |         60 |        362 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\__init__.py                                                           | Python           |         17 |          0 |          6 |         23 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\__main__.py                                                           | Python           |         12 |          2 |          5 |         19 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\_test_warnings.py                                                     | Python           |         40 |         18 |         16 |         74 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\dummy.py                                                              | Python           |          0 |          1 |          1 |          2 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\support.py                                                            | Python           |         91 |         13 |         35 |        139 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\test_assertions.py                                                    | Python           |        316 |         31 |         67 |        414 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\test_async_case.py                                                    | Python           |        145 |          0 |         51 |        196 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\test_break.py                                                         | Python           |        205 |         13 |         63 |        281 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\test_case.py                                                          | Python           |      1,321 |        266 |        281 |      1,868 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\test_discovery.py                                                     | Python           |        651 |         71 |        158 |        880 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\test_functiontestcase.py                                              | Python           |         73 |         42 |         34 |        149 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\test_loader.py                                                        | Python           |        927 |        412 |        257 |      1,596 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\test_program.py                                                       | Python           |        327 |         23 |         93 |        443 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\test_result.py                                                        | Python           |        485 |         93 |        127 |        705 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\test_runner.py                                                        | Python           |        823 |         29 |        163 |      1,015 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\test_setups.py                                                        | Python           |        433 |          2 |         73 |        508 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\test_skipping.py                                                      | Python           |        235 |          9 |         28 |        272 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\test_suite.py                                                         | Python           |        261 |         89 |         98 |        448 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\testmock\__init__.py                                                  | Python           |         14 |          0 |          4 |         18 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\testmock\__main__.py                                                  | Python           |         12 |          2 |          5 |         19 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\testmock\support.py                                                   | Python           |          8 |          1 |          8 |         17 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\testmock\testasync.py                                                 | Python           |        796 |         25 |        225 |      1,046 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\testmock\testcallable.py                                              | Python           |         96 |          5 |         50 |        151 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\testmock\testhelpers.py                                               | Python           |        799 |         21 |        287 |      1,107 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\testmock\testmagicmethods.py                                          | Python           |        378 |         17 |        117 |        512 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\testmock\testmock.py                                                  | Python           |      1,539 |         75 |        472 |      2,086 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\testmock\testpatch.py                                                 | Python           |      1,364 |         27 |        479 |      1,870 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\testmock\testsealable.py                                              | Python           |        123 |          3 |         51 |        177 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\testmock\testsentinel.py                                              | Python           |         28 |          1 |         13 |         42 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\test\testmock\testwith.py                                                  | Python           |        248 |         14 |         86 |        348 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\unittest\util.py                                                                    | Python           |        134 |         17 |         20 |        171 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\urllib\__init__.py                                                                  | Python           |          0 |          0 |          1 |          1 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\urllib\error.py                                                                     | Python           |         37 |         25 |         16 |         78 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\urllib\parse.py                                                                     | Python           |        696 |        314 |        156 |      1,166 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\urllib\request.py                                                                   | Python           |      1,900 |        512 |        362 |      2,774 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\urllib\response.py                                                                  | Python           |         45 |         13 |         23 |         81 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\urllib\robotparser.py                                                               | Python           |        180 |         66 |         28 |        274 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\uu.py                                                                               | Python           |        127 |         62 |         18 |        207 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\uuid.py                                                                             | Python           |        471 |        234 |         89 |        794 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\venv\__init__.py                                                                    | Python           |        329 |        121 |         28 |        478 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\venv\__main__.py                                                                    | Python           |          9 |          0 |          2 |         11 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\venv\scripts\common\Activate.ps1                                                    | PowerShell       |        104 |        105 |         33 |        242 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\venv\scripts\nt\activate.bat                                                        | Batch            |         24 |          0 |         10 |         34 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\venv\scripts\nt\deactivate.bat                                                      | Batch            |         15 |          0 |          7 |         22 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\venv\scripts\posix\activate.csh                                                     | Shell Script     |         21 |          7 |         10 |         38 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\warnings.py                                                                         | Python           |        386 |        104 |         60 |        550 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\wave.py                                                                             | Python           |        319 |        138 |         63 |        520 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\weakref.py                                                                          | Python           |        451 |        116 |         84 |        651 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\webbrowser.py                                                                       | Python           |        463 |        140 |        111 |        714 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\wsgiref\__init__.py                                                                 | Python           |          0 |         23 |          1 |         24 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\wsgiref\handlers.py                                                                 | Python           |        283 |        193 |         96 |        572 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\wsgiref\headers.py                                                                  | Python           |         81 |         79 |         25 |        185 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\wsgiref\simple_server.py                                                            | Python           |        110 |         16 |         40 |        166 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\wsgiref\util.py                                                                     | Python           |        107 |         35 |         31 |        173 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\wsgiref\validate.py                                                                 | Python           |        246 |        134 |         62 |        442 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xdrlib.py                                                                           | Python           |        171 |         19 |         52 |        242 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\__init__.py                                                                     | Python           |          1 |         17 |          3 |         21 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\dom\NodeFilter.py                                                               | Python           |         19 |          5 |          4 |         28 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\dom\__init__.py                                                                 | Python           |         81 |         27 |         33 |        141 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\dom\domreg.py                                                                   | Python           |         57 |         28 |         15 |        100 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\dom\expatbuilder.py                                                             | Python           |        711 |        131 |        124 |        966 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\dom\minicompat.py                                                               | Python           |         47 |         41 |         22 |        110 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\dom\minidom.py                                                                  | Python           |      1,522 |        141 |        320 |      1,983 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\dom\pulldom.py                                                                  | Python           |        282 |         22 |         46 |        350 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\dom\xmlbuilder.py                                                               | Python           |        292 |         26 |         71 |        389 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\etree\ElementInclude.py                                                         | Python           |         60 |         72 |         12 |        144 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\etree\ElementPath.py                                                            | Python           |        287 |         85 |         34 |        406 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\etree\ElementTree.py                                                            | Python           |      1,179 |        689 |        191 |      2,059 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\etree\__init__.py                                                               | Python           |          0 |         31 |          3 |         34 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\etree\cElementTree.py                                                           | Python           |          1 |          1 |          2 |          4 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\parsers\__init__.py                                                             | Python           |          0 |          8 |          1 |          9 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\parsers\expat.py                                                                | Python           |          4 |          2 |          3 |          9 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\sax\__init__.py                                                                 | Python           |         55 |         34 |         19 |        108 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\sax\_exceptions.py                                                              | Python           |         54 |         52 |         26 |        132 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\sax\expatreader.py                                                              | Python           |        332 |         45 |         70 |        447 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\sax\handler.py                                                                  | Python           |         60 |        231 |         52 |        343 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\sax\saxutils.py                                                                 | Python           |        236 |         62 |         72 |        370 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xml\sax\xmlreader.py                                                                | Python           |        184 |        117 |         80 |        381 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xmlrpc\__init__.py                                                                  | Python           |          0 |          1 |          1 |          2 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xmlrpc\client.py                                                                    | Python           |        778 |        531 |        210 |      1,519 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\xmlrpc\server.py                                                                    | Python           |        503 |        363 |        128 |        994 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\zipapp.py                                                                           | Python           |        124 |         48 |         35 |        207 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\zipfile.py                                                                          | Python           |      1,715 |        412 |        313 |      2,440 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Lib\zipimport.py                                                                        | Python           |        470 |        228 |         96 |        794 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Library\bin\c_rehash.pl                                                                 | Perl             |        188 |         25 |         20 |        233 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Library\bin\scan-build.bat                                                              | Batch            |          1 |          0 |          1 |          2 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Library\include\X11\DECkeysym.h                                                         | C++              |          8 |         52 |          6 |         66 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Library\include\X11\HPkeysym.h                                                          | C++              |         94 |         60 |         11 |        165 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Library\include\X11\Sunkeysym.h                                                         | C++              |         32 |         62 |         13 |        107 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Library\include\X11\X.h                                                                 | C++              |        381 |        146 |        160 |        687 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Library\include\X11\XF86keysym.h                                                        | C++              |        183 |         28 |         20 |        231 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Library\include\X11\Xatom.h                                                             | C++              |         72 |          4 |          4 |         80 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Library\include\X11\Xfuncproto.h                                                        | C++              |         32 |         16 |         13 |         61 |
| c:\Users\fbcat\Documents\Tese_DSOR_ISR\Github\Thesis\Simulations\venv\Library\include\X11\Xlib.h                                                              | C++              |        959 |        130 |        120 |      1,209 |
